epoch,goal_achieved
870,"[True, False, True, False, True]"
871,"[False, True, False, True, True]"
872,"[True, True, True, True, True]"
873,"[True, True, True, True, True]"
874,"[True, True, True, True, True]"
875,"[False, True, True, True, True]"
876,"[True, True, False, True, True]"
877,"[True, True, True, False, False]"
878,"[True, True, True, True, True]"
879,"[False, True, True, True, True]"
880,"[True, True, True, True, False]"
881,"[False, True, True, True, False]"
882,"[True, True, False, True, True]"
883,"[False, False, True, True, True]"
884,"[True, False, True, True, False]"
885,"[True, True, True, False, True]"
886,"[False, False, True, True, True]"
887,"[False, True, True, False, False]"
888,"[True, True, False, False, True]"
889,"[True, False, True, True, True]"
890,"[True, False, True, False, True]"
891,"[True, True, True, False, True]"
892,"[True, False, False, True, True]"
893,"[True, True, True, True, True]"
894,"[True, True, False, True, False]"
895,"[True, True, True, True, False]"
896,"[True, False, True, True, True]"
897,"[True, True, False, False, True]"
898,"[True, True, True, True, False]"
899,"[True, True, True, True, True]"
900,"[True, True, False, True, True]"
901,"[True, True, True, True, True]"
902,"[True, True, True, False, True]"
903,"[True, True, True, False, False]"
904,"[True, True, True, True, True]"
905,"[True, True, False, True, True]"
906,"[False, True, True, True, True]"
907,"[False, True, True, True, False]"
908,"[True, True, True, True, False]"
909,"[True, True, False, True, True]"
910,"[False, True, True, True, True]"
911,"[True, True, False, True, True]"
912,"[False, True, True, True, True]"
913,"[True, False, False, True, True]"
914,"[True, True, True, True, True]"
915,"[False, False, True, True, False]"
916,"[True, True, True, True, False]"
917,"[True, True, True, False, True]"
918,"[True, False, False, False, True]"
919,"[True, True, True, False, False]"
920,"[False, False, True, False, True]"
921,"[True, True, False, True, True]"
922,"[True, True, True, True, True]"
923,"[False, True, True, True, True]"
924,"[True, False, True, True, True]"
925,"[True, True, True, True, False]"
926,"[True, True, True, True, True]"
927,"[False, True, True, True, True]"
928,"[False, True, False, True, True]"
929,"[True, True, True, True, True]"
930,"[True, False, True, True, False]"
931,"[True, True, False, True, False]"
932,"[True, True, True, True, True]"
933,"[True, False, True, True, True]"
934,"[True, True, True, True, True]"
935,"[True, False, True, False, True]"
936,"[True, True, True, True, True]"
937,"[True, True, True, True, False]"
938,"[True, True, True, True, True]"
939,"[True, True, True, True, True]"
940,"[False, True, True, False, True]"
941,"[True, False, True, True, False]"
942,"[True, True, True, True, True]"
943,"[True, False, True, True, True]"
944,"[False, True, True, True, True]"
945,"[True, True, True, True, False]"
946,"[True, True, True, True, True]"
947,"[True, True, False, True, True]"
948,"[True, True, True, True, True]"
949,"[True, True, False, True, True]"
950,"[False, True, True, True, True]"
951,"[False, True, True, True, False]"
952,"[True, True, True, True, True]"
953,"[True, False, True, True, True]"
954,"[True, True, True, True, True]"
955,"[True, False, True, False, True]"
956,"[True, True, True, False, False]"
957,"[True, False, False, False, True]"
958,"[True, True, True, True, True]"
959,"[True, False, True, True, True]"
960,"[True, False, True, True, True]"
961,"[True, True, True, True, False]"
962,"[True, True, True, True, True]"
963,"[True, True, False, True, False]"
964,"[True, False, True, True, True]"
965,"[True, True, True, True, True]"
966,"[True, True, True, True, True]"
967,"[True, True, True, True, True]"
968,"[False, True, True, True, True]"
969,"[True, True, True, False, False]"
970,"[True, True, True, True, True]"
971,"[False, True, False, True, True]"
972,"[True, True, True, True, True]"
973,"[True, True, True, False, False]"
974,"[True, True, True, True, True]"
975,"[True, True, True, True, False]"
976,"[False, True, True, True, True]"
977,"[True, True, True, True, True]"
978,"[True, True, True, True, True]"
979,"[True, True, True, True, True]"
980,"[False, True, True, False, False]"
981,"[True, True, True, True, True]"
982,"[True, True, False, True, True]"
983,"[True, True, False, True, True]"
984,"[True, True, True, True, True]"
985,"[True, True, True, True, True]"
986,"[False, True, True, True, True]"
987,"[True, True, True, True, True]"
988,"[False, False, True, True, True]"
989,"[True, True, False, False, True]"
990,"[True, False, True, True, False]"
991,"[True, False, True, True, True]"
992,"[True, True, True, True, True]"
993,"[True, True, True, True, True]"
994,"[True, True, True, False, True]"
995,"[False, True, True, False, True]"
996,"[True, True, True, True, True]"
997,"[True, True, True, True, True]"
998,"[True, True, True, False, True]"
999,"[True, True, True, False, False]"
